code,name,prefix
PHYS 4386,Elementary Particle Physics,PHYS
PHYS 4390,Senior Research,PHYS
PHYS 4392,Extragalactic Astrophysics,PHYS
PHYS 4398,Senior Research Project for BA Degree,PHYS
PHYS 4399,Senior Honors Research in Physics,PHYS
PHYS 4V07,Senior Research Projects,PHYS
PHYS 4V10,Research Topics in Physics,PHYS
PHYS 4V11,Topics in Physics,PHYS
PPOL 4300,Capstone in Public Policy,PPOL
PPOL 4301,"Law, Science, and Policy",PPOL
PPOL 4302,Data and Policy,PPOL
PPOL 4303,The Internet and Public Policy,PPOL
PPOL 4310,Law and Terrorism,PPOL
PPOL 4311,Wicked Social Problems,PPOL
PPOL 4312,"Death Penalty, the Law and Public Policy",PPOL
PPOL 4314,Family Violence and Public Policy,PPOL
PPOL 4396,Topics in Public Policy,PPOL
PPOL 4398,Internship,PPOL
PPOL 4V91,Undergraduate Research in Public Policy,PPOL
PPOL 4V96,Independent Study,PPOL
PPOL 4V99,Senior Honors in Public Policy,PPOL
PSCI 3301,Political Theory,PSCI
PSCI 3303,Civil Liberties,PSCI
PSCI 3306,Political Economy,PSCI
PSCI 3310,Managing Government Organizations,PSCI
PSCI 3322,Constitutional Law,PSCI
PSCI 3323,American Federalism,PSCI
PSCI 3325,American Public Policy,PSCI
PSCI 3326,Politics and Business,PSCI
PSCI 3327,American Foreign Policy,PSCI
PSCI 3328,International Relations,PSCI
PSCI 3333,Political Behavior,PSCI
PSCI 3350,Comparative Politics,PSCI
PSCI 3351,Comparative Courts and Law,PSCI
PSCI 3353,Law and Gender,PSCI
PSCI 3362,The American Political Institutions,PSCI
PSCI 3364,Campaigns and Elections,PSCI
PSCI 4301,"Law, Science, and Policy",PSCI
PSCI 4302,Data and Policy,PSCI
PSCI 4303,Ethnic Politics,PSCI
PSCI 4304,Energy and Environmental Politics and Policy,PSCI
PSCI 4305,Political Research,PSCI
PSCI 4306,Protest and Social Movements,PSCI
PSCI 4307,Predicting Politics,PSCI
PSCI 4308,Writing a Senior Thesis,PSCI
PSCI 4310,Law and Terrorism,PSCI
PSCI 4312,Politics of East Asia,PSCI
PSCI 4313,Politics of China,PSCI
PSCI 4314,Political Economy of East Asia,PSCI
PSCI 4316,Civil War and Conflict Resolution,PSCI
PSCI 4320,Political Psychology,PSCI
PSCI 4321,Media and Politics,PSCI
PSCI 4326,Political Parties and Interest Groups,PSCI
PSCI 4328,Fake News,PSCI
PSCI 4329,Global Politics,PSCI
PSCI 4330,The Bible and Politics,PSCI
PSCI 4331,Mexican Politics,PSCI
PSCI 4332,Latin American Politics,PSCI
PSCI 4334,Approaches to Peace,PSCI
PSCI 4341,Politics of the Judicial Process,PSCI
PSCI 4343,Congress and Public Policy,PSCI
PSCI 4344,Race and Redistricting,PSCI
PSCI 4347,The War on Drugs,PSCI
PSCI 4348,Terrorism,PSCI
PSCI 4354,Contemporary Political Thought,PSCI
PSCI 4356,International Political Economy,PSCI
PSCI 4357,Human Rights,PSCI
PSCI 4359,International Conflict,PSCI
PSCI 4360,The Political Economy of Multinational Corporations,PSCI
PSCI 4363,International Law,PSCI
PSCI 4364,Civil Rights Law and Society,PSCI
PSCI 4370,Policy Making Process,PSCI
PSCI 4372,Advocacy and Politics,PSCI
PSCI 4373,Politics of National Memory,PSCI
PSCI 4374,Policy Making in Austin,PSCI
PSCI 4375,Advocacy in the State Legislature,PSCI
PSCI 4376,Foreign Policy and Public Opinion,PSCI
PSCI 4377,Women and Politics,PSCI
PSCI 4378,"Migration, Refugee and Asylum Policy and Law",PSCI
PSCI 4396,Selected Topics in Government and Politics,PSCI
PSCI 4398,Texas Legislative Internship,PSCI
PSCI 4V65,Undergraduate Research in Political Science,PSCI
PSCI 4V66,Mock Trial,PSCI
PSCI 4V67,Moot Court,PSCI
PSCI 4V76,Archer Center Washington Internship,PSCI
PSCI 4V97,Independent Study in Government and Politics,PSCI
PSCI 4V98,Internship,PSCI
PSCI 4V99,Senior Honors in Government and Politics,PSCI
REAL 3305,Real Estate Principles,REAL
REAL 3365,Real Estate Finance and Principles,REAL
REAL 4090,Real Estate Internship,REAL
REAL 4321,Real Estate Law and Contracts,REAL
REAL 4328,Real Estate Valuation,REAL
REAL 4V80,Internship in Real Estate,REAL
REAL 4V90,Individual Study in Real Estate,REAL
RHET 1302,Rhetoric,RHET
RHET 2302,Intermediate Composition and Rhetoric,RHET
RHET 3302,Visual Rhetoric,RHET
RHET 3303,Professional and Technical Writing in Career Fields,RHET
RHET 4302,Advanced Writing and Research,RHET
RHET 4303,Advanced Editing,RHET
RMIS 3370,Principles of Risk Management and Insurance,RMIS
RMIS 3375,"Life, Accident and Health Insurance",RMIS
RMIS 4331,Business Liability Risk Management and Insurance,RMIS
RMIS 4332,Commercial Property Risk Management and Insurance,RMIS
RMIS 4333,Enterprise Risk Management,RMIS
RMIS 4334,Insurance Law and Contracts,RMIS
RMIS 4336,Risk Control and Safety Engineering,RMIS
RMIS 4338,Financial Decision Making Processes for Risk Management,RMIS
SOC 1301,Introduction to Sociology,SOC
SOC 2300,Introduction to Gender Studies,SOC
SOC 2303,"Culture, Media and Society",SOC
SOC 2305,Individual and Society,SOC
SOC 2320,Contemporary Social Issues,SOC
SOC 3303,Classical Social Theory,SOC
SOC 3305,Applied Data Analysis,SOC
SOC 3315,Socio-Behavioral Sciences for Medicine,SOC
SOC 3320,Urban Sociology,SOC
SOC 3321,Deviance,SOC
SOC 3325,Race and Ethnicity,SOC
SOC 3331,Education and Society,SOC
SOC 3333,Religion in Society,SOC
SOC 3342,The Life Cycle,SOC
SOC 3343,Sociology of the Family,SOC
SOC 3344,Film and Society,SOC
SOC 3352,"Sex, Gender and Society",SOC
SOC 3363,Immigrants and Immigration in U.S. Society,SOC
SOC 3379,Diversity in the Public Sector,SOC
SOC 3381,Field Research Methods,SOC
SOC 3382,Sustainable Communities,SOC
SOC 4302,"Class, Status, and Power",SOC
SOC 4306,Advanced Sociological Research,SOC
SOC 4317,Field Research Practicum,SOC
SOC 4357,"Drugs, Alcohol and Society",SOC
SOC 4369,Public Health and Society,SOC
SOC 4371,Mental Health and Illness,SOC
SOC 4372,Health and Illness,SOC
SOC 4375,Gender and Work,SOC
SOC 4384,Social Epidemiology,SOC
SOC 4385,Global Health and Society,SOC
SOC 4386,Health and Social Policy,SOC
SOC 4388,Religions in Global Societies,SOC
SOC 4396,Selected Topics in Sociology,SOC
SOC 4V97,Independent Study in Sociology,SOC
SOC 4V98,Internship,SOC
SOC 4V99,Senior Honors in Sociology,SOC
SPAN 1311,Beginning Spanish I,SPAN
SPAN 1312,Beginning Spanish II,SPAN
SPAN 2310,Spanish for Heritage Speakers,SPAN
SPAN 2311,Intermediate Spanish I,SPAN
SPAN 2312,Intermediate Spanish II,SPAN
SPAN 3330,Medical Spanish,SPAN
SPAN 3350,Business Spanish,SPAN
SPAN 3363,Spanish Composition and Style,SPAN
SPAN 3365,Advanced Spanish I,SPAN
SPAN 3366,Advanced Spanish II,SPAN
SPAN 4301,Advanced Spanish Conversation,SPAN
SPAN 4302,Spanish Conversation and Community,SPAN
SPAN 4315,Study Abroad in Spanish,SPAN
SPAN 4364,Advanced Spanish Culture,SPAN
SPAN 4366,Spanish and Latin American Literatures,SPAN
SPAN 4367,The History of the Spanish Language,SPAN
SPAU 3301,Communication Disorders,SPAU
SPAU 3303,Normal Language Development,SPAU
SPAU 3304,Communication Sciences,SPAU
SPAU 3305,Language and Literacy Development,SPAU
SPAU 3340,Articulation Disorders,SPAU
SPAU 3341,Audiology,SPAU
SPAU 3342,Exceptional Children,SPAU
SPAU 3343,Phonetics,SPAU
SPAU 3344,Anatomy and Physiology of Speech and Hearing,SPAU
SPAU 3345,Neural Basis of Communication,SPAU
SPAU 3388,Clinical Observation in Speech-Language Pathology,SPAU
SPAU 3390,Clinical Practicum in Speech-Language Pathology,SPAU
SPAU 4193,Internship Preparation,SPAU
SPAU 4308,Language Disorders in Children,SPAU
SPAU 4342,Assessment Procedures in Speech-Language Pathology,SPAU
SPAU 4366,Clinical Report Writing,SPAU
SPAU 4367,Development and Design of Therapeutic Resources,SPAU
SPAU 4386,Adult Development and Aging,SPAU
SPAU 4393,Language in Culture and Society,SPAU
SPAU 4394,Multicultural Aspects of Communication Disorders,SPAU
SPAU 4395,Issues in the Management of Persons with Hearing Impairment,SPAU
SPAU 4396,Internship,SPAU
SPAU 4397,Thesis Research,SPAU
SPAU 4V75,Honors Seminar,SPAU
SPAU 4V90,Special Topics in Speech-Language Pathology and Audiology,SPAU
SPAU 4V96,Teaching Internship,SPAU
SPAU 4V98,Directed Research,SPAU
SPAU 4V99,Individual Study,SPAU
STAT 1342,Statistical Decision Making,STAT
STAT 2332,Introductory Statistics for Life Sciences,STAT
STAT 3332,Statistics for Life Sciences,STAT
STAT 3341,Probability and Statistics in Computer Science and Software Engineering,STAT
STAT 3355,Data Analysis for Statisticians and Actuaries,STAT
STAT 3360,Probability and Statistics for Management and Economics,STAT
STAT 4351,Probability,STAT
STAT 4352,Mathematical Statistics,STAT
STAT 4354,Numerical and Statistical Computing,STAT
STAT 4355,Applied Linear Models,STAT
STAT 4360,Introduction to Statistical Learning,STAT
STAT 4382,Stochastic Processes,STAT
STAT 4475,Capstone Project,STAT
STAT 4V02,Independent Study in Statistics,STAT
STAT 4V97,Undergraduate Topics in Statistics,STAT
THEA 1310,Understanding Theatre,THEA
THEA 1351,Acting 1,THEA
THEA 1352,Acting 2,THEA
THEA 2311,Topics in Theatre,THEA
THEA 2350,Voice for the Actor,THEA
THEA 2364,Musical Theatre Workshop,THEA
THEA 2371,Technical Theatre 1,THEA
THEA 2372,Improvisation,THEA
THEA 2373,Languages of the Body,THEA
THEA 2V71,Independent Study in Theatre,THEA
THEA 3310,Theatre/Performance Ensemble,THEA
THEA 3323,Performance in Historical Context,THEA
THEA 3324,Technical Theatre 2,THEA
THEA 3325,Directing,THEA
THEA 3342,Advanced Topics in Theatre,THEA
THEA 3351,Light Design,THEA
THEA 3352,Stage Management,THEA
THEA 3353,Theatrical Makeup,THEA
THEA 3356,Acting 3,THEA
THEA 3361,Performing Shakespeare,THEA
THEA 3372,Advanced Improvisation,THEA
THEA 3380,Theatre and Literature,THEA
THEA 3V10,Technical Theatre Practicum,THEA
THEA 4301,Acting for Film and Video,THEA
THEA 4310,Theatre Internship,THEA
THEA 4342,Advanced Topics in Technical Theatre,THEA
THEA 4V71,Independent Study in Theatre,THEA
UNIV 1010,Freshman Seminar,UNIV
UNIV 1100,Freshman Seminar - Undeclared,UNIV
UNIV 2010,Seminar for Pre-Law Professionals,UNIV
UNIV 2012,Seminar: Evaluating Competencies for Entry to Health Professions Schools,UNIV
UNIV 2020,Core Curriculum Assessment,UNIV
UNIV 2074,Introductory University Engagement and Applied Leadership I,UNIV
UNIV 2075,Introductory University Engagement and Applied Leadership II,UNIV
UNIV 2114,Portfolio Seminar for UT PACT Students,UNIV
UNIV 2V96,Special Topics I,UNIV
UNIV 3010,Transfer Transitions,UNIV
UNIV 3015,Travel Preparation,UNIV
UNIV 3074,Intermediate University Engagement and Applied Leadership I,UNIV
UNIV 3075,Intermediate University Engagement and Applied Leadership II,UNIV
UNIV 3112,Research Practicum,UNIV
UNIV 3310,Community-Engaged Service Learning,UNIV
UNIV 4073,Advanced University Engagement and Applied Leadership I,UNIV
UNIV 4074,Student Leadership,UNIV
UNIV 4075,Advanced University Engagement and Applied Leadership II,UNIV
UNIV 4076,Advanced Student Leadership,UNIV
UNIV 4174,Theory and Practice of Group Motivation and Leadership,UNIV
UNIV 4395,Topics: Online Education in a Massively Multiplayer Virtual World,UNIV
VPAS 2V71,Independent Study in Visual and Performing Art,VPAS
VPAS 3300,Elements of Art and Performance,VPAS
VPAS 3340,Writing in the Arts,VPAS
VPAS 4310,Entertainment Law,VPAS
VPAS 4389,Theory and Practice of the Visual and Performing Arts,VPAS
VPAS 4390,Senior Capstone,VPAS
VPAS 4V71,Independent Study in Visual and Performing Art,VPAS
VPAS 4V99,Senior Honors in Visual and Performing Art,VPAS
